ID_ALL_RAW_DATA,ABUNDANCE,BIOMASS,ID_SPECIES,SAMPLE_DESC,LATITUDE,LONGITUDE,DEPTH,DAY,MONTH,YEAR,STUDY_ID,newID,valid_name,resolution,taxon
297594,1.0,,3639.0,50.52_-2_1999_10_6,50.52,-2.0,,10.0,6.0,1999,69,1137,Alca torda,species,Birds
297595,1.0,,3639.0,50.52_-2_2000_10_6,50.52,-2.0,,10.0,6.0,2000,69,1137,Alca torda,species,Birds
297596,3.0,,3639.0,59.87_-1.28_1999_17_6,59.87,-1.28,,17.0,6.0,1999,69,1137,Alca torda,species,Birds
297597,1.0,,3639.0,59.87_-1.46_1999_17_6,59.87,-1.46,,17.0,6.0,1999,69,1137,Alca torda,species,Birds
297598,5.0,,3639.0,50.58_-4.82_1999_6_6,50.58,-4.82,,6.0,6.0,1999,69,1137,Alca torda,species,Birds
297599,3.0,,3639.0,54_-4.9_1999_16_5,54.0,-4.9,,16.0,5.0,1999,69,1137,Alca torda,species,Birds
297600,4.0,,3639.0,52.74_-4.81_2000_17_6,52.74,-4.81,,17.0,6.0,2000,69,1137,Alca torda,species,Birds
297601,6.0,,3639.0,54.11_-0.16_2000_12_6,54.11,-0.16,,12.0,6.0,2000,69,1137,Alca torda,species,Birds
297602,3.0,,3639.0,54.11_-0.16_2000_2_6,54.11,-0.16,,2.0,6.0,2000,69,1137,Alca torda,species,Birds
297603,3.0,,3639.0,57_-6.61_1999_9_7,57.0,-6.61,,9.0,7.0,1999,69,1137,Alca torda,species,Birds
297604,1.0,,3639.0,50.1_-5.77_1999_3_6,50.1,-5.77,,3.0,6.0,1999,69,1137,Alca torda,species,Birds
297605,1.0,,3639.0,55.83_-2.16_2000_14_6,55.83,-2.16,,14.0,6.0,2000,69,1137,Alca torda,species,Birds
297606,1.0,,3639.0,55.83_-2.16_2000_16_6,55.83,-2.16,,16.0,6.0,2000,69,1137,Alca torda,species,Birds
297609,2.0,,3639.0,58.45_-6.28_1999_13_6,58.45,-6.28,,13.0,6.0,1999,69,1137,Alca torda,species,Birds
297611,1.0,,3639.0,56.64_-2.65_2000_16_6,56.64,-2.65,,16.0,6.0,2000,69,1137,Alca torda,species,Birds
297613,2.0,,3639.0,57.36_-1.83_2001_1_6,57.36,-1.83,,1.0,6.0,2001,69,1137,Alca torda,species,Birds
297615,2.0,,3639.0,57.36_-1.83_2001_6_6,57.36,-1.83,,6.0,6.0,2001,69,1137,Alca torda,species,Birds
297616,1.0,,3639.0,57_-2.16_1999_14_6,57.0,-2.16,,14.0,6.0,1999,69,1137,Alca torda,species,Birds
297617,2.0,,3639.0,59.87_-1.46_1999_24_6,59.87,-1.46,,24.0,6.0,1999,69,1137,Alca torda,species,Birds
297618,2.0,,3639.0,60.5_-1.09_1999_17_6,60.5,-1.09,,17.0,6.0,1999,69,1137,Alca torda,species,Birds
297619,2.0,,3639.0,58.25_-3.36_1999_25_6,58.25,-3.36,,25.0,6.0,1999,69,1137,Alca torda,species,Birds
297620,2.0,,3639.0,58.7_-3.03_2000_20_6,58.7,-3.03,,20.0,6.0,2000,69,1137,Alca torda,species,Birds
297621,1.0,,3639.0,53.29_-4.25_2001_10_7,53.29,-4.25,,10.0,7.0,2001,69,1137,Alca torda,species,Birds
297623,3.0,,3639.0,52.02_-4.77_2001_21_5,52.02,-4.77,,21.0,5.0,2001,69,1137,Alca torda,species,Birds
297624,2.0,,3639.0,56.47_-6.38_1999_17_6,56.47,-6.38,,17.0,6.0,1999,69,1137,Alca torda,species,Birds
297626,3.0,,3639.0,60.41_-1.63_2000_6_6,60.41,-1.63,,6.0,6.0,2000,69,1137,Alca torda,species,Birds
297627,2.0,,3639.0,51.57_-4.74_2000_21_5,51.57,-4.74,,21.0,5.0,2000,69,1137,Alca torda,species,Birds
297629,1.0,,3639.0,51.57_-4.74_2000_20_5,51.57,-4.74,,20.0,5.0,2000,69,1137,Alca torda,species,Birds
297630,1.0,,3639.0,59.24_-2.87_2002_6_6,59.24,-2.87,,6.0,6.0,2002,69,1137,Alca torda,species,Birds
297631,3.0,,3639.0,59.15_-2.87_2002_6_6,59.15,-2.87,,6.0,6.0,2002,69,1137,Alca torda,species,Birds
297635,4.0,,3639.0,51.83_-5.33_2001_1_6,51.83,-5.33,,1.0,6.0,2001,69,1137,Alca torda,species,Birds
297636,2.0,,3639.0,58.58_-5.09_2000_27_5,58.58,-5.09,,27.0,5.0,2000,69,1137,Alca torda,species,Birds
297638,1.0,,3639.0,52.11_-4.77_2000_19_6,52.11,-4.77,,19.0,6.0,2000,69,1137,Alca torda,species,Birds
297639,4.0,,3639.0,52.02_-4.91_2001_21_5,52.02,-4.91,,21.0,5.0,2001,69,1137,Alca torda,species,Birds
297640,3.0,,3639.0,51.82_-5.48_2001_9_6,51.82,-5.48,,9.0,6.0,2001,69,1137,Alca torda,species,Birds
297641,1.0,,3639.0,52.93_-4.53_2000_18_6,52.93,-4.53,,18.0,6.0,2000,69,1137,Alca torda,species,Birds
297642,6.0,,3639.0,50.21_-5.36_2000_16_6,50.21,-5.36,,16.0,6.0,2000,69,1137,Alca torda,species,Birds
297644,3.0,,3639.0,49.9_-6.45_1999_1_6,49.9,-6.45,,1.0,6.0,1999,69,1137,Alca torda,species,Birds
297645,5.0,,3639.0,56.91_-2.33_1999_18_6,56.91,-2.33,,18.0,6.0,1999,69,1137,Alca torda,species,Birds
297646,2.0,,3639.0,57.45_-1.83_2001_11_6,57.45,-1.83,,11.0,6.0,2001,69,1137,Alca torda,species,Birds
297647,2.0,,3639.0,57.45_-1.83_2001_23_6,57.45,-1.83,,23.0,6.0,2001,69,1137,Alca torda,species,Birds
297648,2.0,,3639.0,57.45_-1.83_2001_3_6,57.45,-1.83,,3.0,6.0,2001,69,1137,Alca torda,species,Birds
297649,1.0,,3639.0,57.45_-1.83_2001_9_6,57.45,-1.83,,9.0,6.0,2001,69,1137,Alca torda,species,Birds
297650,2.0,,3639.0,56.44_-7.03_1999_22_6,56.44,-7.03,,22.0,6.0,1999,69,1137,Alca torda,species,Birds
297651,7.0,,3639.0,58.15_-3.53_1999_24_6,58.15,-3.53,,24.0,6.0,1999,69,1137,Alca torda,species,Birds
297654,3.0,,3639.0,58.36_-6.27_1999_17_6,58.36,-6.27,,17.0,6.0,1999,69,1137,Alca torda,species,Birds
297655,3.0,,3639.0,58.09_-6.24_1999_3_6,58.09,-6.24,,3.0,6.0,1999,69,1137,Alca torda,species,Birds
297656,4.0,,3639.0,58.5_-4.57_2000_10_6,58.5,-4.57,,10.0,6.0,2000,69,1137,Alca torda,species,Birds
297658,1.0,,3639.0,57.45_-6.66_2001_30_5,57.45,-6.66,,30.0,5.0,2001,69,1137,Alca torda,species,Birds
297661,1.0,,3639.0,58.58_-5.09_2000_26_5,58.58,-5.09,,26.0,5.0,2000,69,1137,Alca torda,species,Birds
297669,1.0,,3639.0,58.15_-3.53_1999_18_6,58.15,-3.53,,18.0,6.0,1999,69,1137,Alca torda,species,Birds
297670,1.0,,3639.0,58.15_-3.53_1999_20_6,58.15,-3.53,,20.0,6.0,1999,69,1137,Alca torda,species,Birds
297672,4.0,,3639.0,58.06_-3.69_1999_20_6,58.06,-3.69,,20.0,6.0,1999,69,1137,Alca torda,species,Birds
297673,9.0,,3639.0,59.87_-1.46_1999_8_6,59.87,-1.46,,8.0,6.0,1999,69,1137,Alca torda,species,Birds
297674,2.0,,3639.0,57_-6.61_1999_4_7,57.0,-6.61,,4.0,7.0,1999,69,1137,Alca torda,species,Birds
297675,5.0,,3639.0,58.88_-2.69_1999_27_5,58.88,-2.69,,27.0,5.0,1999,69,1137,Alca torda,species,Birds
297678,2.0,,3639.0,58.88_-2.69_1999_30_5,58.88,-2.69,,30.0,5.0,1999,69,1137,Alca torda,species,Birds
297682,1.0,,3639.0,57.79_-7.21_2002_12_6,57.79,-7.21,,12.0,6.0,2002,69,1137,Alca torda,species,Birds
297684,5.0,,3639.0,58.34_-3.19_1999_1_7,58.34,-3.19,,1.0,7.0,1999,69,1137,Alca torda,species,Birds
297685,3.0,,3639.0,58.34_-3.19_1999_2_7,58.34,-3.19,,2.0,7.0,1999,69,1137,Alca torda,species,Birds
297687,4.0,,3639.0,59.05_-3.39_2000_9_6,59.05,-3.39,,9.0,6.0,2000,69,1137,Alca torda,species,Birds
297688,2.0,,3639.0,59.14_-3.4_2000_16_6,59.14,-3.4,,16.0,6.0,2000,69,1137,Alca torda,species,Birds
297689,6.0,,3639.0,59.15_-3.22_2000_16_6,59.15,-3.22,,16.0,6.0,2000,69,1137,Alca torda,species,Birds
297695,3.0,,3639.0,59.14_-3.4_2000_9_6,59.14,-3.4,,9.0,6.0,2000,69,1137,Alca torda,species,Birds
297697,1.0,,3639.0,59.14_-3.4_2000_10_6,59.14,-3.4,,10.0,6.0,2000,69,1137,Alca torda,species,Birds
297698,1.0,,3639.0,57.09_-2.16_1999_5_6,57.09,-2.16,,5.0,6.0,1999,69,1137,Alca torda,species,Birds
297699,4.0,,3639.0,51.14_-4_2001_22_6,51.14,-4.0,,22.0,6.0,2001,69,1137,Alca torda,species,Birds
297701,1.0,,3639.0,55.32_-5.78_1999_29_5,55.32,-5.78,,29.0,5.0,1999,69,1137,Alca torda,species,Birds
297702,1.0,,3639.0,56.01_-2.8_1999_6_6,56.01,-2.8,,6.0,6.0,1999,69,1137,Alca torda,species,Birds
297703,2.0,,3639.0,56.82_-2.32_2000_10_6,56.82,-2.32,,10.0,6.0,2000,69,1137,Alca torda,species,Birds
297704,3.0,,3639.0,58.27_-6.26_1999_30_6,58.27,-6.26,,30.0,6.0,1999,69,1137,Alca torda,species,Birds
297707,2.0,,3639.0,58.06_-3.69_1999_21_6,58.06,-3.69,,21.0,6.0,1999,69,1137,Alca torda,species,Birds
297709,2.0,,3639.0,54.98_-5.12_1999_10_6,54.98,-5.12,,10.0,6.0,1999,69,1137,Alca torda,species,Birds
297711,3.0,,3639.0,54.11_-0.16_2000_13_6,54.11,-0.16,,13.0,6.0,2000,69,1137,Alca torda,species,Birds
297712,6.0,,3639.0,57.81_-8.73_1999_17_6,57.81,-8.73,,17.0,6.0,1999,69,1137,Alca torda,species,Birds
297713,3.0,,3639.0,57.81_-8.57_1999_20_6,57.81,-8.57,,20.0,6.0,1999,69,1137,Alca torda,species,Birds
297714,2.0,,3639.0,56.38_-6.37_1999_3_6,56.38,-6.37,,3.0,6.0,1999,69,1137,Alca torda,species,Birds
297715,2.0,,3639.0,58.22_-7.62_1998_4_6,58.22,-7.62,,4.0,6.0,1998,69,1137,Alca torda,species,Birds
297716,1.0,,3639.0,60.58_-0.9_2000_16_6,60.58,-0.9,,16.0,6.0,2000,69,1137,Alca torda,species,Birds
297717,3.0,,3639.0,54.11_-0.16_2000_1_6,54.11,-0.16,,1.0,6.0,2000,69,1137,Alca torda,species,Birds
297720,3.0,,3639.0,54.11_-0.16_2000_5_6,54.11,-0.16,,5.0,6.0,2000,69,1137,Alca torda,species,Birds
297721,4.0,,3639.0,55.56_-1.68_2000_2_6,55.56,-1.68,,2.0,6.0,2000,69,1137,Alca torda,species,Birds
297722,2.0,,3639.0,52.74_-4.81_2000_18_6,52.74,-4.81,,18.0,6.0,2000,69,1137,Alca torda,species,Birds
297723,1.0,,3639.0,59.15_-2.87_2002_7_6,59.15,-2.87,,7.0,6.0,2002,69,1137,Alca torda,species,Birds
297724,3.0,,3639.0,56.13_-5.86_1999_9_6,56.13,-5.86,,9.0,6.0,1999,69,1137,Alca torda,species,Birds
297725,6.0,,3639.0,57.82_-6.38_1999_8_6,57.82,-6.38,,8.0,6.0,1999,69,1137,Alca torda,species,Birds
297728,2.0,,3639.0,56.13_-5.86_2000_3_6,56.13,-5.86,,3.0,6.0,2000,69,1137,Alca torda,species,Birds
297731,7.0,,3639.0,57.82_-6.38_1999_9_6,57.82,-6.38,,9.0,6.0,1999,69,1137,Alca torda,species,Birds
297733,1.0,,3639.0,58.22_-7.62_1998_5_6,58.22,-7.62,,5.0,6.0,1998,69,1137,Alca torda,species,Birds
297736,4.0,,3639.0,58.5_-4.4_2000_15_6,58.5,-4.4,,15.0,6.0,2000,69,1137,Alca torda,species,Birds
297740,7.0,,3639.0,55.83_-2.16_2000_11_6,55.83,-2.16,,11.0,6.0,2000,69,1137,Alca torda,species,Birds
297747,4.0,,3639.0,58.58_-4.92_2000_27_5,58.58,-4.92,,27.0,5.0,2000,69,1137,Alca torda,species,Birds
297751,2.0,,3639.0,55.92_-2.32_2000_11_6,55.92,-2.32,,11.0,6.0,2000,69,1137,Alca torda,species,Birds
297752,1.0,,3639.0,55.92_-2.32_2000_9_6,55.92,-2.32,,9.0,6.0,2000,69,1137,Alca torda,species,Birds
297753,2.0,,3639.0,56.01_-2.8_1999_4_6,56.01,-2.8,,4.0,6.0,1999,69,1137,Alca torda,species,Birds
297754,3.0,,3639.0,54.2_-0.31_2002_29_6,54.2,-0.31,,29.0,6.0,2002,69,1137,Alca torda,species,Birds
297757,3.0,,3639.0,57.62_-2.83_2001_26_6,57.62,-2.83,,26.0,6.0,2001,69,1137,Alca torda,species,Birds
297758,2.0,,3639.0,51.92_-5.05_2001_21_5,51.92,-5.05,,21.0,5.0,2001,69,1137,Alca torda,species,Birds
297760,4.0,,3639.0,60.59_-1.45_2001_24_6,60.59,-1.45,,24.0,6.0,2001,69,1137,Alca torda,species,Birds
297761,2.0,,3639.0,56.46_-6.54_1999_18_6,56.46,-6.54,,18.0,6.0,1999,69,1137,Alca torda,species,Birds
297763,1.0,,3639.0,56.47_-6.38_1999_18_6,56.47,-6.38,,18.0,6.0,1999,69,1137,Alca torda,species,Birds
297764,1.0,,3639.0,57.72_-6.53_2000_15_6,57.72,-6.53,,15.0,6.0,2000,69,1137,Alca torda,species,Birds
297768,2.0,,3639.0,54.11_-0.16_2000_31_5,54.11,-0.16,,31.0,5.0,2000,69,1137,Alca torda,species,Birds
297769,2.0,,3639.0,54.09_-4.75_1999_16_5,54.09,-4.75,,16.0,5.0,1999,69,1137,Alca torda,species,Birds
297770,2.0,,3639.0,57.64_-6.35_2000_14_6,57.64,-6.35,,14.0,6.0,2000,69,1137,Alca torda,species,Birds
297771,2.0,,3639.0,58.79_-3.21_2002_12_6,58.79,-3.21,,12.0,6.0,2002,69,1137,Alca torda,species,Birds
297775,3.0,,3639.0,60.14_-2.18_2000_4_6,60.14,-2.18,,4.0,6.0,2000,69,1137,Alca torda,species,Birds
297778,5.0,,3639.0,60.05_-2.18_2000_4_6,60.05,-2.18,,4.0,6.0,2000,69,1137,Alca torda,species,Birds
297783,1.0,,3639.0,56.82_-2.32_1999_16_6,56.82,-2.32,,16.0,6.0,1999,69,1137,Alca torda,species,Birds
297784,2.0,,3639.0,56.82_-2.32_1999_2_6,56.82,-2.32,,2.0,6.0,1999,69,1137,Alca torda,species,Birds
297785,2.0,,3639.0,56.91_-2.33_1999_11_6,56.91,-2.33,,11.0,6.0,1999,69,1137,Alca torda,species,Birds
297786,4.0,,3639.0,56.91_-2.33_1999_8_6,56.91,-2.33,,8.0,6.0,1999,69,1137,Alca torda,species,Birds
297788,1.0,,3639.0,56.91_-2.33_1999_17_6,56.91,-2.33,,17.0,6.0,1999,69,1137,Alca torda,species,Birds
297791,2.0,,3639.0,57.81_-6.54_1999_8_6,57.81,-6.54,,8.0,6.0,1999,69,1137,Alca torda,species,Birds
297802,2.0,,3639.0,57.72_-8.55_1999_2_6,57.72,-8.55,,2.0,6.0,1999,69,1137,Alca torda,species,Birds
297803,1.0,,3639.0,57.72_-8.55_1999_9_6,57.72,-8.55,,9.0,6.0,1999,69,1137,Alca torda,species,Birds
297804,2.0,,3639.0,57.72_-8.72_1999_8_6,57.72,-8.72,,8.0,6.0,1999,69,1137,Alca torda,species,Birds
297805,2.0,,3639.0,57.81_-8.73_1999_10_6,57.81,-8.73,,10.0,6.0,1999,69,1137,Alca torda,species,Birds
297808,1.0,,3639.0,58.58_-5.09_2000_9_6,58.58,-5.09,,9.0,6.0,2000,69,1137,Alca torda,species,Birds
297810,1.0,,3639.0,57.81_-8.73_1999_8_6,57.81,-8.73,,8.0,6.0,1999,69,1137,Alca torda,species,Birds
297811,2.0,,3639.0,57.81_-8.73_1999_9_6,57.81,-8.73,,9.0,6.0,1999,69,1137,Alca torda,species,Birds
297814,1.0,,3639.0,54.18_-4.75_1999_16_5,54.18,-4.75,,16.0,5.0,1999,69,1137,Alca torda,species,Birds
297816,2.0,,3639.0,60.68_-1.26_2001_24_6,60.68,-1.26,,24.0,6.0,2001,69,1137,Alca torda,species,Birds
297817,1.0,,3639.0,55.24_-5.61_1999_4_6,55.24,-5.61,,4.0,6.0,1999,69,1137,Alca torda,species,Birds
297819,3.0,,3639.0,57.35_-6.82_2000_5_6,57.35,-6.82,,5.0,6.0,2000,69,1137,Alca torda,species,Birds
297820,1.0,,3639.0,57.81_-8.73_1999_18_6,57.81,-8.73,,18.0,6.0,1999,69,1137,Alca torda,species,Birds
297821,3.0,,3639.0,57.81_-8.73_1999_19_6,57.81,-8.73,,19.0,6.0,1999,69,1137,Alca torda,species,Birds
297822,2.0,,3639.0,50.2_-5.5_2000_16_6,50.2,-5.5,,16.0,6.0,2000,69,1137,Alca torda,species,Birds
297824,1.0,,3639.0,49.81_-6.44_1999_14_6,49.81,-6.44,,14.0,6.0,1999,69,1137,Alca torda,species,Birds
297825,2.0,,3639.0,58.24_-3.53_1999_24_6,58.24,-3.53,,24.0,6.0,1999,69,1137,Alca torda,species,Birds
297827,1.0,,3639.0,54.11_-0.16_2000_26_5,54.11,-0.16,,26.0,5.0,2000,69,1137,Alca torda,species,Birds
297828,2.0,,3639.0,54.11_-0.16_2000_30_5,54.11,-0.16,,30.0,5.0,2000,69,1137,Alca torda,species,Birds
297829,1.0,,3639.0,51.64_-5.61_2001_11_6,51.64,-5.61,,11.0,6.0,2001,69,1137,Alca torda,species,Birds
297830,1.0,,3639.0,53.3_-3.95_1999_27_5,53.3,-3.95,,27.0,5.0,1999,69,1137,Alca torda,species,Birds
297831,3.0,,3639.0,51.56_-5.03_2000_3_6,51.56,-5.03,,3.0,6.0,2000,69,1137,Alca torda,species,Birds
297832,1.0,,3639.0,57.36_-1.83_2001_14_6,57.36,-1.83,,14.0,6.0,2001,69,1137,Alca torda,species,Birds
297834,5.0,,3639.0,58.96_-3.39_1999_30_5,58.96,-3.39,,30.0,5.0,1999,69,1137,Alca torda,species,Birds
297839,6.0,,3639.0,58.96_-3.39_1999_13_6,58.96,-3.39,,13.0,6.0,1999,69,1137,Alca torda,species,Birds
297845,2.0,,3639.0,50.67_-4.83_1999_6_6,50.67,-4.83,,6.0,6.0,1999,69,1137,Alca torda,species,Birds
297846,1.0,,3639.0,60.5_-1.63_1999_28_6,60.5,-1.63,,28.0,6.0,1999,69,1137,Alca torda,species,Birds
297848,1.0,,3639.0,50.13_-4.93_2000_5_6,50.13,-4.93,,5.0,6.0,2000,69,1137,Alca torda,species,Birds
297849,1.0,,3639.0,50.48_-5.1_1999_6_6,50.48,-5.1,,6.0,6.0,1999,69,1137,Alca torda,species,Birds
297850,2.0,,3639.0,58.25_-3.36_1999_1_7,58.25,-3.36,,1.0,7.0,1999,69,1137,Alca torda,species,Birds
297851,2.0,,3639.0,58.25_-3.36_1999_28_6,58.25,-3.36,,28.0,6.0,1999,69,1137,Alca torda,species,Birds
297852,1.0,,3639.0,58.3_-5.24_2001_16_5,58.3,-5.24,,16.0,5.0,2001,69,1137,Alca torda,species,Birds
297853,1.0,,3639.0,54.38_-0.61_2002_16_6,54.38,-0.61,,16.0,6.0,2002,69,1137,Alca torda,species,Birds
297856,1.0,,3639.0,57.45_-1.83_2001_6_6,57.45,-1.83,,6.0,6.0,2001,69,1137,Alca torda,species,Birds
297857,1.0,,3639.0,57_-2.16_1999_17_6,57.0,-2.16,,17.0,6.0,1999,69,1137,Alca torda,species,Birds
297858,2.0,,3639.0,57.68_-7.7_2002_6_6,57.68,-7.7,,6.0,6.0,2002,69,1137,Alca torda,species,Birds
297859,1.0,,3639.0,57.67_-7.87_2002_6_6,57.67,-7.87,,6.0,6.0,2002,69,1137,Alca torda,species,Birds
297860,1.0,,3639.0,60.58_-0.9_2001_23_6,60.58,-0.9,,23.0,6.0,2001,69,1137,Alca torda,species,Birds
297861,1.0,,3639.0,60.58_-0.9_2002_21_6,60.58,-0.9,,21.0,6.0,2002,69,1137,Alca torda,species,Birds
297863,2.0,,3639.0,58.25_-3.36_1999_26_6,58.25,-3.36,,26.0,6.0,1999,69,1137,Alca torda,species,Birds
297864,1.0,,3639.0,58.6_-3.55_2000_4_6,58.6,-3.55,,4.0,6.0,2000,69,1137,Alca torda,species,Birds
297865,1.0,,3639.0,58.6_-3.72_2000_4_6,58.6,-3.72,,4.0,6.0,2000,69,1137,Alca torda,species,Birds
297866,5.0,,3639.0,58.88_-2.86_2000_19_6,58.88,-2.86,,19.0,6.0,2000,69,1137,Alca torda,species,Birds
297869,1.0,,3639.0,58.88_-3.04_2002_30_5,58.88,-3.04,,30.0,5.0,2002,69,1137,Alca torda,species,Birds
297872,4.0,,3639.0,60.76_-0.9_1999_24_6,60.76,-0.9,,24.0,6.0,1999,69,1137,Alca torda,species,Birds
