ID_ALL_RAW_DATA,ABUNDANCE,BIOMASS,ID_SPECIES,SAMPLE_DESC,LATITUDE,LONGITUDE,DEPTH,DAY,MONTH,YEAR,STUDY_ID,newID,species,resolution,taxon,kingdom,phylum,class,order,family,genus
5322475,1.0,,21429,54.001_-4.90042_1991_6_21_36,54.001,-4.90042,-36.0,21.0,6.0,1991,110,31938,Plumularia setacea,species,Invertebrates,Animalia,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,Plumularia
4959056,1.0,,15092,50.6877_0.263702_1986_6_20_NA,50.6877,0.263702,,20.0,6.0,1986,110,16114,Flustrellidra hispida,species,Invertebrates,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Flustrellidridae,Flustrellidra
148109,18.0,,2631,38.5034_-27.4729_2002_6_11_1410,38.5034,-27.4729,-1410.0,11.0,6.0,2002,172,6472,Calonectris diomedea,species,Birds,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Calonectris
18388847,15.0,,4240,51.4107_-51.4107_11_11_2008,51.4107,-51.4107,,11.0,11.0,2008,527,30575,Phalaropus lobatus,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Phalaropus
1065302,4.0,,4183,42.6167_-78.0833_2002_2752,42.6167,-78.0833,,,,2002,195,32081,Poecile atricapillus,species,Birds,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile
733668,30.0,,3762,39.3333_-87.7833_2004_1399,39.3333,-87.7833,,,,2004,195,6972,Cardinalis cardinalis,species,Birds,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis
427956,2.0,,4040,56.3833_-59.75_1979_8_23,56.3833,-59.75,,23.0,8.0,1979,166,21127,Larus glaucoides,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
3290438,4.0,,4860,43.35_-60.65_1974_7_189,43.35,-60.65,-189.0,17.0,7.0,1974,180,3324,Argentina silus,species,Fish,Animalia,Chordata,Actinopterygii,Osmeriformes,Argentinidae,Argentina
138101,4.0,,2595,-62.5_87.5_1951,-62.5,87.5,0.0,,,1951,192,4523,Balaenoptera physalus,species,Marine mammals,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera
1029013,2.0,,4115,33.6_-83.5833_2004_1246,33.6,-83.5833,,,,2004,195,24845,Mniotilta varia,species,Birds,Animalia,Chordata,Aves,Passeriformes,Parulidae,Mniotilta
432016,1.0,,4045,70.4333_-55.5167_1971_9_2,70.4333,-55.5167,,2.0,9.0,1971,166,21130,Larus hyperboreus,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
651863,1.0,,4455,-29.82_31.03_2006_1_29,-29.82,31.03,,29.0,1.0,2006,67,38241,Sterna sandvicensis,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus
5937239,4.0,,31847,20.7249_-156.457_2010_10_20_39,20.7249,-156.457,-39.0,20.0,10.0,2010,122,25146,Montipora patula,species,Invertebrates,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora
1188851,1.0,,4380,45.6333_-92.25_1984_4612,45.6333,-92.25,,,,1984,195,35759,Sayornis phoebe,species,Birds,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis
700934,1.0,,3680,40.85_-120.25_1984_732,40.85,-120.25,,,,1984,195,3092,Aquila chrysaetos,species,Birds,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila
433254,2.0,,4045,54.25_-57.0667_1977_12_11,54.25,-57.0667,,11.0,12.0,1977,166,21130,Larus hyperboreus,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
737409,8.0,,3762,44.05_-88.6833_1983_4646,44.05,-88.6833,,,,1983,195,6972,Cardinalis cardinalis,species,Birds,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis
4563648,5616.0,17416.4,8105,56.98_-165.83_2001_7_2_69,56.98,-165.83,-69.0,2.0,7.0,2001,163,34460,Rajiformes,order,Fish,Animalia,Chordata,Elasmobranchii,,,
430328,1.0,,4036,33.8652_-118.537_2001_4_13_72,33.8652,-118.537,-72.0,13.0,4.0,2001,169,21123,Larus delawarensis,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
7784779,3.0,0.8,6234,40.930996_-66.482513_2004_10_7_395,40.930996,-66.482513,-395.0,7.0,10.0,2004,213,17093,Glyptocephalus cynoglossus,species,Fish,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Glyptocephalus
308586,1.0,,3709,45_-48.9333_1980_4_28,45.0,-48.9333,,28.0,4.0,1980,166,4524,Balaenopteridae,family,Marine mammals,Animalia,Chordata,Mammalia,Cetacea,,
143803,75.0,,2631,37.8205_-29.2858_2002_5_20_783,37.8205,-29.2858,-783.0,20.0,5.0,2002,172,6472,Calonectris diomedea,species,Birds,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Calonectris
5915251,9.0,,31620,48.63_-63.1_2004_9_25_142,48.63,-63.1,-142.0,25.0,9.0,2004,176,24395,Metridia longa,species,Marine/freshwater invertebrates,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
4203835,1.0,,8760,48.91625_-126.27705_1973_5_11_133.5,48.91625,-126.27705,-133.5,11.0,5.0,1973,178,16346,Gadus chalcogrammus,species,Fish,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus
149410,5.0,,2631,38.5776_-28.2422_2008_6_19_1186,38.5776,-28.2422,-1186.0,19.0,6.0,2008,172,6472,Calonectris diomedea,species,Birds,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Calonectris
541633,1.0,,4246,76.2167_-82.25_1979_8_19,76.2167,-82.25,,19.0,8.0,1979,166,30738,Phocidae,family,Marine mammals,Animalia,Chordata,Mammalia,Carnivora,,
143477,18.0,,2631,37.7383_-25.7587_2003_9_17_11,37.7383,-25.7587,-11.0,17.0,9.0,2003,172,6472,Calonectris diomedea,species,Birds,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Calonectris
3434076,14.0,,6588,43.99_-62.17_1994_7_69,43.99,-62.17,-69.0,14.0,7.0,1994,180,19943,Illex illecebrosus,species,Molluscs,Animalia,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Illex
727838,1.0,,3759,33.65_-82.6333_1988_1248,33.65,-82.6333,,,,1988,195,6826,Caprimulgus vociferus,species,Birds,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Antrostomus
5772097,1.0,,29082,42.167_-67.667_1999_4_15_7.5,42.167,-67.667,-7.5,15.0,4.0,1999,128,29150,Paraeuchaeta norvegica,species,Marine/freshwater invertebrates,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta
420749,1.0,,4035,-28.87_26_2001_2_6,-28.87,26.0,,6.0,2.0,2001,67,8815,Chroicocephalus cirrocephalus,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus
1051321,1.0,,4129,42.0833_-78.5833_1986_2805,42.0833,-78.5833,,,,1986,195,25514,Myiarchus crinitus,species,Birds,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus
537637,1.0,,4146,33.3746_-121.166_1991_8_3_3624,33.3746,-121.166,-3624.0,3.0,8.0,1991,169,27294,Oceanodroma leucorhoa,species,Birds,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma
9587583,1.0,,4118,45.35374_-103.70693_2003_5_21,45.35374,-103.70693,,21.0,5.0,2003,217,24937,Molothrus ater,species,Birds,Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus
141204,38.0,,2631,30.1035_-16.0009_2009_5_30_475,30.1035,-16.0009,-475.0,30.0,5.0,2009,172,6472,Calonectris diomedea,species,Birds,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Calonectris
581172,9.0,,3422,56.0167_-58.0167_1979_8_24,56.0167,-58.0167,,24.0,8.0,1979,166,34152,Puffinus gravis,species,Birds,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus
9749810,4.0,,3768,47.088901_-112.59733_1996_5_28,47.088901,-112.59733,,28.0,5.0,1996,217,37713,Spinus pinus,species,Birds,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus
4070802,,9.0,7945,-33.3333_-51.3833_1974_7_29_66,-33.3333,-51.3833,-66.0,29.0,7.0,1974,135,32962,Prionotus punctatus,species,Fish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,Prionotus
633804,6.0,,4026,37.6314_-123.57_2003_2_22_3203,37.6314,-123.57,-3203.0,22.0,2.0,2003,169,21103,Laridae,family,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,
890244,1.0,,3893,41.75_-73.9833_1997_2703,41.75,-73.9833,,,,1997,195,36821,Setophaga pinus,species,Birds,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga
1041032,4.0,,4118,43.2333_-70.9167_1984_2551,43.2333,-70.9167,,,,1984,195,24937,Molothrus ater,species,Birds,Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus
9744462,1.0,,4467,47.040838_-113.259774_1993_6_21,47.040838,-113.259774,,21.0,6.0,1993,217,38543,Sturnella neglecta,species,Birds,Animalia,Chordata,Aves,Passeriformes,Icteridae,Sturnella
1173653,79.0,,4367,41.9667_-90.3_1996_1526,41.9667,-90.3,,,,1996,195,34410,Quiscalus quiscula,species,Birds,Animalia,Chordata,Aves,Passeriformes,Icteridae,Quiscalus
11967189,4.0,,46322,200039_Forest_D_2009_12_13,34.3,132.3,,13.0,12.0,2009,377,13850,Emberiza spodocephala,species,Birds,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza
836741,4.0,,3844,44.05_-88.6833_1994_4646,44.05,-88.6833,,,,1994,195,10074,Contopus virens,species,Birds,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Contopus
16337117,25.0,,4370,1999_NatStnReg-ID:00182479,58.67,11.711,,23.0,5.0,1999,634,34604,Regulus regulus,species,Birds,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus
1068820,25.0,,4185,30.5833_-84.0333_2000_1096,30.5833,-84.0333,,,,2000,195,4494,Baeolophus bicolor,species,Birds,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus
472155,1.0,,4120,46.9667_-57.4167_1971_7_21,46.9667,-57.4167,,21.0,7.0,1971,166,25236,Morus bassanus,species,Birds,Animalia,Chordata,Aves,Suliformes,Sulidae,Morus
318113,1.0,,2823,32.0081_-120.863_1992_4_19_3891,32.0081,-120.863,-3891.0,19.0,4.0,1992,169,11911,Delphinus delphis,species,Marine mammals,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Delphinus
3938466,99.0,0.16,5672,44.13_-68.7464_2001_5_10_62.35,44.13,-68.7464,-62.35,10.0,5.0,2001,123,10561,Crangon septemspinosa,species,Marine/freshwater invertebrates,Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon
3370326,3.0,,6234,47.66_-59.93_1990_8_540,47.66,-59.93,-540.0,10.0,8.0,1990,180,17093,Glyptocephalus cynoglossus,species,Fish,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Glyptocephalus
3284191,8.0,,4744,49.82_-65.07_1986_8_112,49.82,-65.07,-112.0,22.0,8.0,1986,180,2117,Anarhichas lupus,species,Fish,Animalia,Chordata,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas
920378,6.0,,3923,41.9667_-85.7667_1992_2048,41.9667,-85.7667,,,,1992,195,13897,Empidonax traillii,species,Birds,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax
14785068,1.0,,632,CLS.CH.9.2_2017,-36.873139,-71.586194,898.0,,,2017,571,10659,Crepis capillaris,species,Plants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis
15541632,1.0,,36536,11831_12429_2007,47.195702,-93.391098,,18.0,7.0,2007,693,22314,Lithobates septentrionalis,species,Amphibians & reptiles,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates
529495,1.0,,4211,-33.15_18.07_1998_3_8,-33.15,18.07,,8.0,3.0,1998,67,29989,Pelecanus onocrotalus,species,Birds,Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus
1052578,6.0,,4129,44.0667_-77.35_2004_3180,44.0667,-77.35,,,,2004,195,25514,Myiarchus crinitus,species,Birds,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus
1220036,2.0,,4403,36.25_-77.9833_1980_2846,36.25,-77.9833,,,,1980,195,37135,Sitta pusilla,species,Birds,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta
283518,7.0,,3507,39.3192_-31.1032_2009_6_4_1423,39.3192,-31.1032,-1423.0,4.0,6.0,2009,172,38232,Sterna,genus,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,
135789,2.0,,2594,-59.5_57.5_1957,-59.5,57.5,0.0,,,1957,192,4522,Balaenoptera musculus,species,Marine mammals,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera
4697809,1.0,,9902,60.4119_-1.27565_1981_9_1_6,60.4119,-1.27565,-6.0,1.0,9.0,1981,110,2397,Anomiidae,family,Molluscs,Animalia,Mollusca,Bivalvia,Pectinida,,
4588042,313.0,480.51,8356,51.99_-176.5_2003_7_2_86,51.99,-176.5,-86.0,2.0,7.0,2003,163,36477,Sebastes,genus,Fish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes
156045,18.0,,2631,39.7272_-31.0821_2001_8_11_46,39.7272,-31.0821,-46.0,11.0,8.0,2001,172,6472,Calonectris diomedea,species,Birds,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Calonectris
2928946,,0.5,5171,-41.4134_176.066_1985_5_26_951.5,-41.4134,176.066,-951.5,26.0,5.0,1985,148,9727,Coelorinchus innotabilis,species,Fish,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coelorinchus
228883,7.0,,3104,38.936_-27.8542_2009_5_17_1740,38.936,-27.8542,-1740.0,17.0,5.0,2009,172,21119,Larus cachinnans,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
859460,20.0,,3859,38.2167_-88.2333_1990_1405,38.2167,-88.2333,,,,1990,195,11182,Cyanocitta cristata,species,Birds,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocitta
3146689,,46.2,7273,-37.4473_178.056_2000_2_19_246,-37.4473,178.056,-246.0,19.0,2.0,2000,148,26080,Nemadactylus macropterus,species,Fish,Animalia,Chordata,Actinopterygii,Perciformes,Cheilodactylidae,Nemadactylus
387958,1.0,,4026,57.3_-59.95_1977_2_6,57.3,-59.95,,6.0,2.0,1977,166,21103,Laridae,family,Birds,Animalia,Chordata,Aves,Charadriiformes,,
224449,7.0,,3104,38.5171_-27.9673_2008_8_5_1366,38.5171,-27.9673,-1366.0,5.0,8.0,2008,172,21119,Larus cachinnans,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
17437886,1.19522,,36885,12679_3_7_2014,51.217119,-0.550837,,3.0,7.0,2014,846,21826,Leuciscus leuciscus,species,Fish,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Leuciscus
983896,6.0,,4012,30.65_-83.8833_2006_1258,30.65,-83.8833,,,,2006,195,19841,Icterus spurius,species,Birds,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus
3204485,,29.2,8436,-43.8553_-179.713_2004_1_11_381,-43.8553,-179.713,-381.0,11.0,1.0,2004,148,36717,Seriolella punctata,species,Fish,Animalia,Chordata,Actinopterygii,Perciformes,Centrolophidae,Seriolella
714469,1.0,,3721,37.0667_-88.5167_1987_1414,37.0667,-88.5167,,,,1987,195,5802,Bubulcus ibis,species,Birds,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus
4372394,28973.0,80209.0,6167,55.76_-164.16_2002_7_2_94,55.76,-164.16,-94.0,2.0,7.0,2002,163,16347,Gadus macrocephalus,species,Fish,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus
16073955,27.0,,37378,Sunwapta_177_2012,52.56241,-117.704726,,,,2012,568,31337,Pinus contorta,species,Plants,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus
3950467,5.0,4.6,6875,44.0458_-68.2154_2004_11_2_97.95,44.0458,-68.2154,-97.95,2.0,11.0,2004,123,22569,Lophius americanus,species,Fish,Animalia,Chordata,Actinopterygii,Lophiiformes,Lophiidae,Lophius
9838403,3.0,,4074,48.130123_-113.691839_1996_7_16,48.130123,-113.691839,,16.0,7.0,1996,217,22646,Loxia curvirostra,species,Birds,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia
408106,3.0,,4029,41.5333_-67.2333_1987_10_5,41.5333,-67.2333,,5.0,10.0,1987,166,21116,Larus argentatus,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
870077,9.0,,3882,45.6333_-65.7167_1987_2507,45.6333,-65.7167,,,,1987,195,36810,Setophaga coronata,species,Birds,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga
1001446,14.0,,4091,39.05_-95.6167_1993_1585,39.05,-95.6167,,,,1993,195,23871,Melanerpes carolinus,species,Birds,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes
1088576,129.0,,4193,42.25_-85.4167_1988_2044,42.25,-85.4167,,,,1988,195,29820,Passer domesticus,species,Birds,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer
3982635,2.0,,6341,18.3266_-64.6905_2007_7_23,18.3266,-64.6905,,23.0,7.0,2007,189,17838,Haemulon flavolineatum,species,Fish,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Haemulon
360703,1.0,,3962,76.0833_-81.75_1983_8_22,76.0833,-81.75,,22.0,8.0,1983,166,16271,Fulmarus glacialis,species,Birds,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Fulmarus
7824611,1.0,6.5,7861,41.450001_-68.583336_1993_4_7_93,41.450001,-68.583336,-93.0,7.0,4.0,1993,213,32167,Pollachius virens,species,Fish,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Pollachius
277322,4.0,,3501,38.7_-28.4833_2000_8_15_1230,38.7,-28.4833,-1230.0,15.0,8.0,2000,172,38076,Stenella frontalis,species,Marine mammals,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Stenella
5760796,11.0,,14183,44.26_-63.31_2005_4_10_78.5,44.26,-63.31,-78.5,10.0,4.0,2005,176,13455,Echinodermata,phylum,Invertebrates,Animalia,,,,,
9890153,1.0,,3787,48.93492_-114.39247_2005_6_14,48.93492,-114.39247,,14.0,6.0,2005,217,7244,Catharus ustulatus,species,Birds,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus
441023,2.0,,4047,45.2333_-60.1167_1970_6_21,45.2333,-60.1167,,21.0,6.0,1970,166,21131,Larus marinus,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
